# mawi15-opp-dim
# quelen-Q-W=100-1-16
# 99^{th}\% max queue occupancy (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         
1.0                              1.0                              1.0                              1.0                              1.0                              
2.0                              31.0                             12.0                             13.0                             21.0                             
3.0                              70.0                             25.0                             27.0                             42.0                             
4.0                              100.0                            38.0                             39.0                             69.0                             
5.0                              100.0                            53.0                             55.0                             93.0                             
6.0                              100.0                            66.0                             76.0                             100.0                            
7.0                              100.0                            83.0                             93.0                             100.0                            
8.0                              100.0                            96.0                             100.0                            100.0                            
9.0                              100.0                            100.0                            100.0                            100.0                            
10.0                             100.0                            100.0                            100.0                            100.0                            
11.0                             100.0                            100.0                            100.0                            100.0                            
12.0                             100.0                            100.0                            100.0                            100.0                            
13.0                             100.0                            100.0                            100.0                            100.0                            
14.0                             100.0                            100.0                            100.0                            100.0                            
15.0                             100.0                            100.0                            100.0                            100.0                            
16.0                             100.0                            100.0                            100.0                            100.0                            
17.0                             100.0                            100.0                            100.0                            100.0                            
18.0                             100.0                            100.0                            100.0                            100.0                            
19.0                             100.0                            100.0                            100.0                            100.0                            
20.0                             100.0                            100.0                            100.0                            100.0                            
21.0                             100.0                            100.0                            100.0                            100.0                            
22.0                             100.0                            100.0                            100.0                            100.0                            
23.0                             100.0                            100.0                            100.0                            100.0                            
24.0                             100.0                            100.0                            100.0                            100.0                            
25.0                             100.0                            100.0                            100.0                            100.0                            
26.0                             100.0                            100.0                            100.0                            100.0                            
27.0                             100.0                            100.0                            100.0                            100.0                            
28.0                             100.0                            100.0                            100.0                            100.0                            
29.0                             100.0                            100.0                            100.0                            100.0                            
30.0                             100.0                            100.0                            100.0                            100.0                            
