# imc2-opp-dim
# quelen-Q-W=10-16-16
# 99^{th}\% latency (cycles) (max)
# Pipeline depth (clock cycles)  * (global)                       5-tuple                          ipdst                            ipdst/16                         ipsrc,ipdst                      
1.0                              0.0                              0.0                              0.0                              0.0                              0.0                              
2.0                              18.0                             1.0                              2.0                              18.0                             1.0                              
3.0                              29.0                             12                               25.0                             29.0                             23.0                             
4.0                              39.0                             38.0                             39.0                             39.0                             38.0                             
5.0                              49.0                             52.0                             50.0                             49.0                             49.0                             
6.0                              59.0                             58.78                            60.0                             59.0                             59.0                             
7.0                              69.0                             68.0                             70.0                             69.0                             68.0                             
8.0                              79.0                             78.0                             80.0                             79.0                             79.0                             
9.0                              89.0                             88.0                             90.0                             89.0                             89.0                             
10.0                             99.0                             99.0                             100.0                            99.0                             99.0                             
11.0                             109.0                            109.0                            110.0                            109.0                            109.0                            
12.0                             119.0                            119.0                            120.0                            119.0                            119.0                            
13.0                             129.0                            129.0                            130.0                            129.0                            129.0                            
14.0                             139.0                            139.0                            140.0                            139.0                            139.0                            
15.0                             149.0                            149.0                            150.0                            149.0                            149.0                            
16.0                             159.0                            159.0                            159.0                            159.0                            159.0                            
17.0                             169.0                            169.0                            170.0                            169.0                            169.0                            
18.0                             179.0                            179.0                            180.0                            179.0                            179.0                            
19.0                             189.0                            189.0                            190.0                            189.0                            189.0                            
20.0                             199.0                            199.0                            200.0                            199.0                            199.0                            
21.0                             209.0                            209.0                            210.0                            209.0                            209.0                            
22.0                             219                              219.0                            220.0                            219.0                            219.0                            
23.0                             229.0                            229.0                            230.0                            229.0                            229.0                            
24.0                             239.0                            239.0                            240.0                            239.0                            239.0                            
25.0                             249.0                            249.0                            250.0                            249.0                            249.0                            
26.0                             259.0                            259.0                            260.0                            259.0                            259.0                            
27.0                             269.0                            269.0                            270.0                            269.0                            269.0                            
28.0                             279.0                            279.0                            280.0                            279.0                            279.0                            
29.0                             289.0                            289.0                            290.0                            289.0                            289.0                            
30.0                             299.0                            299.0                            299.0                            299.0                            299.0                            
